ProductId,SentimentScore
B0025UNRLW,-0.9957
B000WFLQR4,-0.9918
B003M58692,-0.9863
B004X8SONU,-0.9847
B006Z46G3K,-0.9846
B001EO5QM8,-0.9834
B002X9HAV8,-0.983
B000I63LV6,-0.9829
B0043DUZ3C,-0.9828
B000F498UY,-0.98
